nombre|stock|precio|marca|link|hora|fecha
Vino Tinto Trapiche Alaris Malbec 750 ml.|17|339.00|TRAPICHE|https://diaonline.supermercadosdia.com.ar/vino-tinto-trapiche-alaris-malbec-750-ml-57773/p|01:24:41|2022-03-20
Gaseosa Light Dia Lima Limón 2,25 Lts.|15|108.00|DIA|https://diaonline.supermercadosdia.com.ar/gaseosa-light-dia-lima-limon-225-lts-55833/p|01:24:41|2022-03-20
Gaseosa Cola Light Dia 2,25 Lts.|7|108.00|DIA|https://diaonline.supermercadosdia.com.ar/gaseosa-cola-light-dia-225-lts-55827/p|01:24:41|2022-03-20
Gaseosa Coca-Cola Light 1,5 Lts.|54|148.52|COKE/COCACOLA|https://diaonline.supermercadosdia.com.ar/gaseosa-coca-cola-light-15-lts-53632/p|01:24:41|2022-03-20
Gaseosa Cola Pepsi 1,5 Lts.|104|141.00|PEPSI|https://diaonline.supermercadosdia.com.ar/gaseosa-cola-pepsi-15-lts-39692/p|01:24:41|2022-03-20
Gaseosa Seven Up Lima 2,25 Lts.|548|272.00|SEVEN UP|https://diaonline.supermercadosdia.com.ar/gaseosa-seven-up-lima-225-lts-33239/p|01:24:41|2022-03-20
Gaseosa Dia Lima 2,25 Lts.|123|85.00|DIA|https://diaonline.supermercadosdia.com.ar/gaseosa-dia-lima-225-lts-24870/p|01:24:41|2022-03-20
Gaseosa Dia Naranja 2,25 Lts.|121|85.00|DIA|https://diaonline.supermercadosdia.com.ar/gaseosa-dia-naranja-225-lts-24867/p|01:24:41|2022-03-20
Gaseosa Dia Cola 2,25 ml.|119|85.00|DIA|https://diaonline.supermercadosdia.com.ar/gaseosa-dia-cola-225-ml-24842/p|01:24:41|2022-03-20
Gaseosa Fanta naranja 1,5 Lts.|11|118.51|FANTA|https://diaonline.supermercadosdia.com.ar/gaseosa-fanta-naranja-15-lts-16860/p|01:24:41|2022-03-20
Gaseosa Sprite lima-limón sabor original – menos azúcares 1,5 Lts.|30|122.85|SPRITE|https://diaonline.supermercadosdia.com.ar/gaseosa-sprite-lima-limon-sabor-original-–-menos-azucares-15-lts-16859/p|01:24:41|2022-03-20
Jugo Ades Soja Manzana 1 Lt.|23|121.68|ADES|https://diaonline.supermercadosdia.com.ar/jugo-ades-soja-manzana-1-lt-14976/p|01:24:41|2022-03-20
