nombre|stock|precio|marca|link|hora|fecha
Queso Fundido DIA Prato en fetas 144 Gr.|98|159.00|DIA|https://diaonline.supermercadosdia.com.ar/queso-fundido-dia-prato-en-fetas-144-gr-33882/p|01:24:45|2022-03-20
Salchichas Opi 190 Gr.|137|69.00|OPI|https://diaonline.supermercadosdia.com.ar/salchichas-opi-190-gr-25353/p|01:24:45|2022-03-20
Salchichas DIA sin piel 225 Gr.|388|89.00|DIA|https://diaonline.supermercadosdia.com.ar/salchichas-dia-sin-piel-225-gr-24451/p|01:24:45|2022-03-20
Ravioles DIA Pollo y Espinaca 500 Gr.|28|125.00|DIA|https://diaonline.supermercadosdia.com.ar/ravioles-dia-pollo-y-espinaca-500-gr-24215/p|01:24:45|2022-03-20
Tapa para Pascualina DIA Hojaldre 400 Gr.|102|120.00|DIA|https://diaonline.supermercadosdia.com.ar/tapa-para-pascualina-dia-hojaldre-400-gr-24198/p|01:24:45|2022-03-20
Yogur Entero DIA Frutilla Sachet 1 Kg.|56|147.29|DIA|https://diaonline.supermercadosdia.com.ar/yogur-entero-dia-frutilla-sachet-1-kg-24191/p|01:24:45|2022-03-20
Pollo Congelado x 1 Kg.|411|219|SIN MARCA|https://diaonline.supermercadosdia.com.ar/pollo-congelado-x-1-kg-718817/p|01:24:45|2022-03-20
Mozzarella cilindro Silvia 250 Gr.|35|349.00|SILVIA|https://diaonline.supermercadosdia.com.ar/mozzarella-cilindro-silvia-250-gr-282324/p|01:24:45|2022-03-20
Yogur Descremado Tregar Vainilla 125 Gr.|28|44.90|TREGAR|https://diaonline.supermercadosdia.com.ar/yogur-descremado-tregar-vainilla-125-gr-278411/p|01:24:45|2022-03-20
Yogur Bebible Entero Milkaut Frutilla 1,25 Kg.|27|222.00|MILKAUT|https://diaonline.supermercadosdia.com.ar/yogur-bebible-entero-milkaut-frutilla-125-kg-278270/p|01:24:45|2022-03-20
Yogur Entero Tregar Vainilla 125 Gr.|51|44.50|TREGAR|https://diaonline.supermercadosdia.com.ar/yogur-entero-tregar-vainilla-125-gr-277344/p|01:24:45|2022-03-20
Yogur Tregar Natural 140 Gr.|29|58.49|TREGAR|https://diaonline.supermercadosdia.com.ar/yogur-tregar-natural-140-gr-275908/p|01:24:45|2022-03-20
Lomo de Cerdo Lario Cocido 120 Gr.|8|199.00|LARIO|https://diaonline.supermercadosdia.com.ar/lomo-de-cerdo-lario-cocido-120-gr-275844/p|01:24:45|2022-03-20
Crema de Leche Milkaut 330 Gr.|28|227.05|MILKAUT|https://diaonline.supermercadosdia.com.ar/crema-de-leche-milkaut-330-gr-275780/p|01:24:45|2022-03-20
Leche Las Tres Niñas 0% Lactosa 1 Lt.|74|105.00|LAS TRES NIÑAS|https://diaonline.supermercadosdia.com.ar/leche-las-tres-ninas-0--lactosa-1-lt-275414/p|01:24:45|2022-03-20
Yogur Bebible Descremado Yogs Frutilla 1 Lt.|26|245.00|YOGS|https://diaonline.supermercadosdia.com.ar/yogur-bebible-descremado-yogs-frutilla-1-lt-274356/p|01:24:45|2022-03-20
Queso Cremón Light La Serenísima 280 Gr.|56|159.00|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-cremon-light-la-serenisima-280-gr-274283/p|01:24:45|2022-03-20
Crema de Leche La Serenísima Clásica para batir 520 Gr.|38|313.77|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/crema-de-leche-la-serenisima-clasica-para-batir-520-gr-273874/p|01:24:45|2022-03-20
Queso Pategrás Gran Aldea Centro de Horma 250 Gr.|32|279.00|GRAN ALDEA|https://diaonline.supermercadosdia.com.ar/queso-pategras-gran-aldea-centro-de-horma-250-gr-273705/p|01:24:45|2022-03-20
Queso Untable Finlandia Clásico 290 Gr.|71|381.70|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-untable-finlandia-clasico-290-gr-273246/p|01:24:45|2022-03-20
